user_pseudo_id,user_converted_to_trial,read_an_answer_sum
o+5mWMXwgF3cmq+OQuyXFYdRl5E=,0,34
hs7CRv7zEDRKtnALacoaSRyhR30=,1,32
3N+XCLUK+HDGxGPDcJ8FNp7Ltj4=,0,34
e4tFT9qsV8WLUNtwnmytRGQbTTw=,0,55
aVP/4iTb69BtfmIHSGGFnjxebYk=,0,28
Gx+kV0BgofxSrecgRwkfYrkWkZM=,0,38
I5oagpBADZaaFrmSnIXceGDXe7M=,0,149
uePkBgtnyWFL2VWpaJRyakLthhQ=,0,37
ycbtbTvGlqRPs8XLvWwhyukQPzs=,0,68
qBCJzdTDWTOq3oM0Q07u1gWsVi4=,0,46
EQq6Evam4w+ykT9h6D5rTrzrw+0=,0,130
7EZShHf9/X/BThKiqrxLJlEkxHA=,0,28
ciCb3L5m2sGDYY4SxF0uzvnmevQ=,0,30
EhWrYHGR8280viwX1XY5VU+718c=,0,62
ZxxP+tzvZhuYgUIvShe08VxJiS4=,0,99
cKZO1Q/AojTYv5O0Z7NlNs1qbQ4=,0,32
kdTc0Qp0c+K3+RyM3OiTvo5VHj8=,0,83
bpTvOcTHjmt3kdt1GFgZ0IEnOkc=,0,31
f+iNNLYKRr7+NDPLcnahIRCpq04=,0,34
yabqkwueGI9ObneFysL+apupXDw=,0,35
PSAF+aHqHlnMQDbyb2KUMeRzAN0=,0,142
7UhibTXNe3LhznXM9FLmKrw1wQc=,0,39
9v7EQ/VXzKsy6SFDhCT8WxS3ZTs=,0,31
HZ1xAYt4zLRh9D/1OEWlqXfmk8M=,0,41
BqiMbhMl2wRHsAPBdCgNwib47JU=,0,36
jqmhr922VL3ONk2iTFBQSoHgZdQ=,0,28
xg36q6PuVtbzZtvPXiNnspmbcmw=,0,56
Slg6SOY+Xk6xA0ftUFdN/pA8ITk=,0,37
dUXNxpQVOYqdQZkHKBnb5gTjmi8=,0,81
Da6y5DqsMFBzn3ocDHl9hJLTTmk=,0,44
cYOm1VOJbubTRTOkjzdTwV1X8Qg=,0,70
EfVaSgiFxwxPLEsSrL0SI/ctIBs=,1,61
rg25smoubFzPnAdS8e20qd1ZEoQ=,0,145
6Fn3zMBWz/l2OnY016LS146tETA=,0,48
BYc96ke+2jAeW/iUhqXx8HLEi54=,0,39
ellNu3MZB/l53Y89epx9PGl96Bo=,0,30
ppH9qnXNt149Jkko8cABXOKjNWg=,0,39
hG0Ea9TM4PeiE3KUPzGSjPtA1L0=,0,41
VQrVqX/p+AV9P3EExWdGw8U8wFk=,0,28
de/FIrIXkVsbiutDgkzrPn38mOM=,0,33
dCJqBzrLHUCbEJ6dJXcTLmbbaNY=,0,39
aYUgRH7LfWGrlN3Y6k47bTLDnNk=,0,46
McNCwJRsFBBrbSdhxm9wIQzazE4=,0,34
aGk67UN+6TZZER40ODeo88cF/oc=,0,35
7y4/KqlI+D3TkjtA0QFndp7JMeQ=,0,34
tD/AnC7uha/Bzy/avW/EknqzL1c=,0,33
PBXzshqfQ/MFYNSGrPktZfpg8/U=,0,47
tDg2RuHcg8MpTnxNtTrRtCJnsjQ=,0,66
KZnvmVJ3Jadb2ByFX/i9agEVb7I=,0,49
oLQNULV7UVai4Ax8ajULe/p0Od4=,0,34
/rEoUWiXT2y973HGUrDwkcFYd6I=,0,51
1gRURyawg0FmS7EbK3H/n6P1LUQ=,0,51
poIONIHdn2suEs09NoucsfE/Zr8=,0,45
1gBzhPxbBO/08JjkZooYeTjaBWY=,0,40
mruQZaciqOtQ5GwXm+okyXU1u1A=,0,33
vTZH9NHKqhmPO0RyGyVe+vUOVPQ=,0,54
PrmZZv5J20QA91UWE3ucPx1JkQ8=,0,62
h6aMYMVTrQITi5u2Dg13u+aWjNc=,0,57
Dh4+HmpNMatMYC8JX0Xyt8rsflc=,0,120
GjU4qus4nBceyV/3msJyH3Asv4A=,0,57
XNUJbSSQtChcB4cLt/IV8rqaL14=,0,77
qYAt9ZkawJFMpXOBtD5sJ1vw9wg=,0,47
s3lF8xzBdpJAGXyCEV+y1agR6D0=,0,33
l4g/yr26Da/hdAR8uFlXU0Fbevo=,0,28
/IWpIaDPqMo1q6IM/JzkIfDxaVc=,0,60
CDlEzJueHbbW6sXW0S+Oo7uihfA=,1,31
qKe5TIklI3o5vh6CNC8bRxAZSPk=,0,139
nPAE3FvzhbT7ZKsI8/M7kT0PexQ=,1,73
9w1K+hoHVAGiD/OwzLVoKU21nD8=,0,91
Pk0CT0RbZfuaoZusITqowDHs4DU=,0,52
ftjn0aE0+zPn4SFV3NyNWt5l9JQ=,1,69
nXrH7bkMbyKPqnLDhrO4N7Fp2o4=,0,57
Db2UCgvO8D+IFoI5niuqum1qqVQ=,0,33
pYBvp3vaPNda0ph6Fou8Am+ikpk=,0,42
Larqs2tZaieNt+MdJG+f6Gqd8Ik=,0,39
Cl93lj8ldKVWT1b0eJd1rgBr45I=,0,265
bINM0woNMjl30mocQRNoFp8aVDs=,1,59
pdc13LtXWWuEDJsDND+z5/8+YxM=,0,93
MOQvD9r2lw8hvmTVM60eW9MgcgE=,0,42
iCBV+E/D9xB7drNp7bgWtqZNp9Y=,0,129
vveQuAXZaZEHVo06pq01BRE8qEE=,0,43
FJ0uKr84p1u9HIc4+20ItXqqczA=,0,43
BUNRwNf/KHWzL6yOfe+y8IXF4S4=,0,56
h0NzxzTF9TgIdNfnWv0PPyiiqn8=,0,46
hwvmXXo9arCR/z3W6p5pxFLUxbs=,0,40
SqIBgB3pld5QG2mUi6+pp0UZYsk=,0,31
XPbyB1f60Vbbr47ZVBuMSutw1YA=,0,30
5c6zYImWS20tiLWf3w4JOTUyQOM=,0,99
yNAF1y6QfmnNHhQvyM515s7wnzI=,0,80
vEGL3lR3JEQtqXoGZwrbI6i080o=,0,30
7NoU/xi+bk1jDe1uiHersg0/V3Y=,0,39
Zm6p5cdF1+VoEaTZhifBTmlaoxQ=,0,58
K9JidkGM/A6FKzNRkJU0NB336Mg=,0,33
Gj1VaEyxmoUW6XBh+7RGd028dVk=,0,31
2Y2VYMymY0WLW6MJ0/IyVrwxqxQ=,0,41
UrlpJq9vBBKxQFW3WxKj/YBDQI4=,0,33
i4QCb0AlHXWn7RUUzEPQ5VYvJBw=,0,40
uqVKciSyoRdehPOuYvUy7tZWx3A=,0,79
JlA5ONHhJIZsoxBIK/45eiz3GWg=,0,28
s3AuXG+5dfLDEcNemKX8qBPsiZ0=,0,115
fPRNwv2VgpJlIAHzD8kM2/egvug=,0,36
oyehGsNl4bdFcQ4x4RLq68yIW2w=,0,38
2Bo4hi44nePj5XieyuX+/P2eyO0=,0,104
Kxi7NeYNkaGczNYABhrQ93HuyjM=,0,32
QLmu4IbS4sxx/YvSfPWwhmcJ9nM=,0,76
4WXSbjxPCAbag7XLRmXIoSjjGJU=,0,45
EBez0cnE/g4qxfPBNtguM4Rvq8Q=,0,41
o4UwKYf21m1XGkHB+G2s+bcgfDg=,0,73
XmKPw48/0pY/xFg3kSQ2B4hP/YE=,0,34
fybBnJeSfyjyv6OvUH/CuEaelb4=,0,62
yCQmx6PzxHHsC1SftwPnKvsr60A=,0,30
9SCDoCZDGfbyvCmubs6Qx3hp/J8=,0,42
XWHKg10huPW57QrQKQR3UKjY0g4=,0,65
bftaWRyeiDKph45S084bG+3UksU=,0,31
HBGU500ow6I08WCDD/r4sdsm36Q=,0,39
8YOjGOQfjco1vXOR7K0YbCH70U4=,0,135
mdDj2fgSLUy+6hi4UMi+vIZA8WQ=,0,57
sGbwInrMvmz/CQGemM1hK0HLhTY=,0,51
OdRqe61vF6CLopzYL0Il1kodpA8=,0,41
DgYVpROKbPoiVn5N1+pYHUm0BnM=,0,32
EjfsNlMzxE+6OlrlQFbbYmvoG7o=,0,42
rnNSZJmY+zYFV6A8/BYnyrBL8pA=,0,335
fox1PE4MegOAmqLVlXUGNLf0hQc=,0,48
lfgAth6kAYJFQO1j9QaS5HtbC4c=,0,33
x4rzu2bzheqbm2WrG0wQ5HD0KLk=,0,32
w0rV3y5bLnTlouHCgsluFlHnJfs=,0,63
D7Wk1H3vD9PPq0hyu12JZN1W1U0=,0,188
bVMq3K+nMTN8gD1Yxu1Wv9W5i8g=,0,41
rmPrxDwoZnuwiGM72Hh2yx5RRXQ=,0,140
RbAeSJFE15uQiFGjf+y5rrwH6m4=,0,28
th2aJqFG6CYkP6Ahes32fCXeRiY=,0,48
zOYQVGDXWiL6a2mBrbiAIBcMZRw=,0,28
/McVJGjBKT5SBx/AkRSUdoqMQVI=,0,35
JNy/0OXxkvCbGW6ENUwWYlmklXE=,0,31
QP0f/e2u4pngv7HRW/spzEOe2Ng=,0,30
wa00bU9Egk2w4bZ+9kf3+zCuRcM=,0,31
s5+naiG+K2PSchpAvWpQCLMxXAQ=,0,132
VtOsl9BQ7IRoz12/MsNuESJ9lBA=,0,42
k/Bt9CMJ9/cvADVLRfD6EyXJbcQ=,0,28
WuhJ9F09CJqAGAHV0zOsa0IFsFU=,0,54
BMoUCsdVMkcs2411Q9xA5dyLLsM=,0,73
Uz/PDRYY0LnBQURz3nfi1Gl9Kb0=,0,36
1K3b0nE2Gwu897pSE8en++Orj5k=,0,28
HZXaRyp/bpCUEk2CMsCp4daib4U=,0,67
lWh+DXJPoO5h2NT+migOjd0UwYw=,0,113
lr3uyH/AeZF61HCge/y3yu16aus=,0,61
XMxWYReCsmShZ336EY4+tfvEesc=,0,52
Se3IxtOnHZdsEHl81UDSezd6ZqY=,0,37
PbAhBY2A+8m1xxHJjPB+p18askc=,1,53
ukYFhtOj/cGDjwpZmYAFdHWesFI=,0,43
nbP0TNYj2cX1aE8PDFZXUNoyvJI=,0,37
H09V9naMfZrfB5g6UV34/eAxrlg=,0,47
7gjNsy7ZC9UIF0du6Qrnu6hSpo4=,0,80
PI/NcU/x5LPBfiBZfBDNwQaEUhw=,0,39
xXFeXzTFj0pPLgXJQuMdXkBvDKo=,0,31
e9vu35r9UdMi4akNou7SHn0P4sU=,0,131
EqCDCSPjQHptCeLjs/SmAU2JLA4=,0,33
wS+C1wJ/RUKfuq+uTDqQW9KRpgE=,0,32
fowB4XiprFsixl0Q/NLoanemHsA=,0,34
hhx8J39nwETqlGJQeGflvtuqfFg=,0,42
tB2tvp88QrW2rCiOzBD5kN1ZgbM=,0,75
2zNfll8eEboThgt5gIMVlhMkLGw=,0,211
t26DG/Kc3tESeHXGMt6SarDSi6s=,0,30
6gwmlHK2G6wAnVR9X/Is2eZecGo=,0,74
sDx0j4s3bxHS4vWRTuj+QIW/5ek=,0,32
HgGMuuH86C2IhHm5+Twm3Bw07ls=,0,32
fUTz6RITXxwn/0wogzCKSZQFbYk=,0,34
CwyT2UZ2N7zRvcQvfldCCWdrYxg=,0,39
xRLo+9gcdORJNYUp21kFIhrdTs4=,0,33
yMO7Cha449+RsZKDmHYfK/DHmQs=,0,36
lsMHeX+JTdlaHUdZ7CInWIH/xhI=,0,45
fQBUELGoPp/4x7Y/U08uB4EwxVU=,0,74
lWYFKidhCKJO7IQ1gdKyg31RvJk=,0,38
YJAWfGm8+GJG4PiZHeAZDcaQC+I=,0,35
0i9cvP+qmo7q4Llp5vLn/i5JHAQ=,0,98
2oaV7f+W5szJ6NnIln2TLFjLhaY=,0,32
DBNn0nNKx1+K7G/P5F9PWFhSLMc=,0,28
BziQ6QAhAuHcmdf1lpglI5rhs8A=,0,32
8hkDJWR4ClZWz/gDWgJbYOYml3Q=,0,35
7eRDVbIyIoNdvgiR8/MnLyXeYhc=,0,75
wACXI18rHDEshRRHcTXRMUfxth4=,0,46
2OA485MORG07qAlFjr4bqqf6dYA=,0,53
xYyDqf58CT86pYgoNiiPf7y2sQk=,0,89
9v2FXWVuQxWikcqZum9WYOax+vI=,0,33
cl6w9dWHzNzrwQoSy/CHDrQMX3g=,0,91
77vcqoIGtwcOJdIMbzYiza7jIDY=,0,98
KAwVwxbvZM1paupBtqSq/7lP5Uo=,0,55
C21/kxLdY7i8J7ON33pYTUJrqQE=,0,34
kyEQV5IjIbX0ZOQsb7g3wyES/lw=,0,105
Bx0h5JQ+ukfeAjsmeFFZikxMyYc=,0,43
JJjB3+nRzcIvMwL0fGTDv71JBeQ=,0,74
ITY7/7mnW2bTLqjydTpBiqwopks=,0,33
uWYpZjMu9N9VlMxEzYwKlqDBpCk=,0,49
qYhBYeHtUk2w3IqVxd37u5XaZ2E=,0,62
y8y+KKeKOGzni8y3v7StYsnnBnM=,0,77
nnDaefm2onRu0k3Yh73XYiBrc+k=,0,101
6GUFCE8EZw5XyKrcnteuIaLCQMk=,0,94
OvEzctLk5r8bZZ6oKk0uDqABoP0=,0,197
V/cmaYl/SkrC2CeTVXtzO+bsXcc=,0,45
ODTod4/KBMMonZHtOJcUCLs7zmM=,0,30
j0KZ1wRQ7hn7n1QW11ABnY05tdY=,0,37
nmA5HQV2tCQIz30OMKYiE0DOzEU=,0,153
xm4oLJHIMjpk9FNb+dYULlt0AnM=,0,28
ceNLiXzJDaod4Qa9aNAnN6xw9+o=,0,30
rGMBTd49ESGmtbKuPDNEefStp+k=,0,121
QVIZ6dpmlP4vmw46W3uNziPIXxM=,0,32
j8t/hkgmebxh+ZjIHExDJxIWA8o=,0,39
eXV2VdDi6Nn+supoYqn7bdyMPmQ=,0,36
tpRZ9L1pLQj2VBFaJhq0YK1kWlU=,0,30
oXO6YXwJD8ylljlAVug7kbxg0lw=,0,30
NlQ1lEh9soEeU7oOmzb/O7lNdU0=,0,66
De0H4dkn27qVg+W0hwRNjJ4o0vE=,0,31
NTmfLp7+yRJ5L+umjpZH89u/Tcw=,0,95
PcxCXyZpgHfojXgZJiEtxRDQkEk=,0,34
30zdRumbSvFr1TMhQkJcHT/dlyk=,0,35
wmM6nV8moQ0Bzcn5NLdOloI6U6M=,0,55
uMvTczYa95BeILk7W+EtxLXOtGc=,0,33
ucs9rTZRCNJGs9exbdOR9NXw7A0=,0,41
fmI/CojJErsuPckWpMz/IhWDkIM=,0,34
439UsbXB+7CE3r3zgUcXM4FhGLs=,0,28
uunbZ1Uak0X5pupC8qkYJZftgsI=,0,49
9BOQieXZErx8J5xnpjFZoilQ+8k=,0,62
Zm2zQ5+CopY6LosHxcJVCLKjboE=,0,41
LLi67T+XWb8sCGa3Wyj/G1A2md0=,0,32
tOtorzpjXO/iScChRW4vVWOEc4I=,1,77
BS92Fb52jXZ5dLxXsdjJwrScdbE=,0,50
VHQwhQwquAHNsyZArx+33lZoFOQ=,0,76
rX64mb8srARfmkSaxeKifODs1PY=,0,57
WNIyUq3rYJg8w8oI6GYHsw0oAcY=,0,36
QoWXCW6dfL/hdzw9uFrOz/lYa9Q=,0,227
OKC229MXWhXzHr86AJ4Lko4bf48=,0,47
qro7GQpyMeuWtBeICGs/kyFOjdI=,0,32
0DJlRLvcd2OV0Z6Q5Mi3QbemjxU=,0,35
Dfy3AvRVVQBazh4c2E0Gs4bfSLc=,0,28
2b9n+7LQjU+sO6UhuD24RGzJIDw=,0,34
WHSR6sKYMzEzr/UlFlmiZ4GiGxA=,0,153
F0Sm/A/JMDFGjmle5A2wkGRW/sU=,0,34
LgEhSMsTSxwbsGK1kXCOOvztidM=,0,130
iBb0vASTjDrN3xYdxhWYTfUIIyk=,0,151
3dO0dhx8PVTLoxry4QGFWfnJhQA=,0,201
vMau1IZreEcR+tF9dd7rO9VPlek=,0,41
jOsqAYbPghC7MGcXw5KIUDhdoVo=,0,49
PZpQMKclxm/pBOdO+8WdQZCcfbg=,0,187
MLK8P5CXikXXfPxtgEAnn75o5rk=,1,33
wDih2zKHE9Zmo559NnBKPyQ9IaE=,0,37
Uz/c5tv6AHT9uWICwSpFeadjmR0=,0,141
SCJYaCpk+7FPNGQXoEH8HXI4qEg=,0,82
IQjf+X33nzV9Vs8BG8BhVXb++L4=,0,48
ROzH4Evrm1iMer1ezqvUi1XoOww=,0,111
b+Q4S8c9oBDdH/ltoCZLug2Ad7Y=,0,33
hsQi1bxIXt6DJ7s9VgdyUgs00rI=,0,35
f6ChddjOSvbbeaN7fzr+CM6yADs=,0,245
TToe5vvsc2PShUJgmyDp5KW0Bxk=,0,57
7jcbR2QNmCYhFch2XgQ0YBKmsrU=,0,80
ukV2xHrBvB3gUy54xqpPaPVXo9A=,0,28
EIPD+Nv8ON024MWtsh4b2n179m8=,1,49
7N7lLgDriPJUzDFa6nwzgLByH3I=,0,28
MQZl1R48sSdNd9WUGMNE0JaZa6A=,0,34
2Lk92oksv/3afB1ouROr87Wwgk0=,0,90
JpVYmby8WJ/EKesFG30cD76ORTU=,0,68
pYdkgf28nuRsz7sPjfu4d3qmy8U=,0,82
/agoBxP+WCtr64pMq9c6rzpHr7M=,0,47
vlA/ekXjJ5ssab4Emw2G0knzfOU=,0,326
fo73uSiDmHg/dMSBAb5j4e6sztg=,0,34
21uBgcsMvSwxESfjCgxtqkW+LWI=,0,36
Be4LXXVVpV8VmPTV3MT1iCUCmsk=,0,30
RpnT1YSh1TOoL2bffXkVEtnIBK8=,0,44
d/up6h/6VBgCWXjwC6cy4OxB9xg=,0,45
bwWbXEPXyG6rkOmq2SywmXr9jzs=,0,61
J+kkPKFwctkseqeykZaJgtcUj30=,0,149
01poDhaF/kaY4+3mfFDzUQkfJGc=,0,41
ZrVe262hF4am+vZr1I5MBHexs9I=,1,28
bi5+osYbOvbG228iRdhRdaUD7/U=,0,53
vgOTFG53V514YZZR6iGHBSwVn+4=,0,31
dGj/2tDk+gMrWrCxXOGWJsaKX78=,0,82
lxBJ6FZzngi4avCCIG16LOgKWqw=,0,31
vhg3jfrKJaRUZPIHG9P65RscL2A=,0,37
g/MC2eaMNBKsoHHf4eShwcL/JiQ=,0,39
0mvGClI8PM5xbgYrLSfoHn6gg9o=,0,28
uqgqSCeFYRPVXfKnq+e00EID4wM=,0,267
tOHDrKaTh4CYng93zFTZLXWRd6A=,0,42
6FnXlrjVqdojUsttIaTCEkst1nw=,0,105
FBq6wAFoIa3teKMWEdL56KKZmsM=,0,57
MJR4yYGyLrbK43iOm/kNv7fCtSI=,1,28
yxE41cn1+W/3ZuYhjU6hDPF55DQ=,0,150
mWMdIErF8d5zE8Aw3YTiwvUrYIk=,0,186
qPkX7uNpj0QZE+Vadwpthwgxh7Q=,0,33
A1mR61trsKJrLEmRmWBuBw2W5Fw=,0,34
QdXHkZVF3jgIXvyqGbmnqaNGh1I=,0,53
KLvMjCWcBKnP+uy3/z6pCD2fsI0=,0,28
mxn7xNQtmUefkU2P9KSb6hPhkak=,0,77
RbWYa7qyGMI86YHIy4iMyvNlUVI=,0,33
mJZhAVHJ27EHQnXkydPtdXid6yw=,0,50
F9KXLqgIttPkyCnMfIrIghoLGts=,0,116
oBvwVAOwX1WeRwgxBpaz0XmzLDE=,1,35
hypoF53fyPUN1n5+dXzJuDdC/U8=,0,32
ARmQ4JJjxjrzDG2MU75RIedupTQ=,0,56
/17c0HaKI4pGCJWCr9vzZmM7usc=,0,28
MfbMSncYIeP6CmDEP6J38qUlSig=,0,101
u5qvMl7GPB0+jTShbmNQsvndFzY=,0,95
IapUpg8+lmyAbVx3vp8WXbc4lww=,1,56
eAm7LN/t4+jv9aBQgnMrIBKPEVs=,0,90
8/ZYlxX8MyeVodDnpq3jHIMUDTg=,0,75
D9VRhawVSDuzPHJxsfQQ+TCA6pA=,0,33
BlWcR96X9NuWfUGdDDWgG7UWdzM=,0,28
v4RL/1HvDKAVLQCVDCq6Nkl1MEc=,0,30
KfTvC9Lzf6KtB0OB2Z9WKw6xKdI=,0,31
BvkI/HOFayjPd41C7cxx0vvu6cw=,0,54
VdUg1pIyIUdJZrqEPLstiIXnReo=,0,163
OWwIU9agbFA1RU4HeJij76Wpplk=,0,33
OMcPAzkSLwVNG3l9HTTd31SfEv0=,0,28
UbLt7QVMomgnf5v7sk7vPtIPvn4=,0,57
ounAMCcljN1pqlolC7MU4ldVCJ4=,0,46
XUY8aVTR46TWy6iUyluVoBg0HUE=,0,43
mu2x5Njm5/xXB4Rp1lo1p11vZik=,0,45
dEZdWmPQ8rLz5LZRzPbnmLsA0Ho=,0,72
3hZ9I1yixcnSI21iIEAmbEic4EE=,0,99
WDpAOHb6wSifUAaPsIOE8iQOhXk=,1,41
ykNhYTPDB2S3AwVsLCSELW1sHzA=,0,31
6s1LHUEQgDLrsF7vvw5VCgDagDo=,0,31
npD0E5FPCoOOoy2qr1TwlJjYusU=,0,33
pwFm60taIWWqxIUEy7WdUB9pOSw=,0,32
XGw7BLbBc+LuMpm0sgyOVVUDIh4=,0,36
dqPsq1bY/71SpKWUnkKEXeL9WFE=,0,79
j2elh8bM0iTjhkKk5BWEN+QSX5E=,0,36
xZdoAtrmN3EKAO80yKxXi2aWB1I=,0,62
ydcWcj0BNFlKfFRsXQ5fdejIeY8=,0,35
c+m8hrwhZpLMltrkBkgftsrhelo=,0,31
6Q1PzS5xpHkrCK1M7kT+h0X2D/o=,0,47
5IDhVaAQTKpyR81CUU5xRWyP0Qo=,0,113
sewL5MSNpCSK8PBY5to7rV2+d6Y=,0,33
zKsvyMOHK99uDtVcJHAbh+5SsFA=,0,86
j87WYyvsoOPJWco3axPdbazw/To=,0,231
FhclaFXD6FgfWJW8zOXBYfMl9Jc=,0,36
20sFdaHx4gcW8JzPl8J35zczke0=,0,50
5NAqrxWvpn0rm6DZKh/UNTczdHA=,0,55
0Yq85H6cYZHw8pSkIi4T7iWXYWo=,0,46
/OTaci5mV+3eW6E9Rcp6Kx8uHH4=,0,47
5ANS+QzZHiwblSYL3XM1ZJuTZjY=,0,37
EvKzKblzUvgF3N+3tf4hw4ekWM4=,0,48
3cFR1cgbMscysNpFsYJyW1XaP+U=,0,32
ofKuK3d9Q04caW8o7cuqMteAQEw=,0,28
su5xaDIef2upvrNsyifmSrace6U=,0,112
yaf6ODcRm8eYabmQ6gUuyRFvVes=,0,28
SuSHJBMZSw6w6TkljdFwO2yM+lg=,0,43
gFJmGR7fzuZvYozCU1h3hJh9cwI=,0,67
eXAvBMP/ZWgAp4rqZjlgvPsdvF8=,0,146
xuU9VQtoUIVqeJkluHxkweAdhGI=,0,74
DcPbNCG0kFFFv6eyVm9q//Dzqxs=,0,66
wRCnr4FpPwhy1+GQHZbl+YnsPoE=,0,61
8A9ZuK8OitaheqPgNvIeHXEZ8no=,0,122
dxTkfBs6vZ+SQbTh+uoIk/zJpzw=,0,30
VBzkK7eoYYWt6VH/q2KRT18+H5o=,0,45
NVv22t7Sv2ndGeQyrOlpqTyqlC8=,0,148
6SDgo+36ik0zGukm+wc5FURduPM=,0,50
4NiCxPmtSUl23cVj+vZ//3rBSCQ=,0,52
AOAHN0TsIJvGc7MjPhuAqXi/gM8=,0,63
8yUquDwg/OcLRkGKnbgSMIyy9ys=,0,51
yVkr8h52N7Q7Nlh0Rgj5IunQBps=,0,46
SyT0c2Vz0ayEr8+QH+ygyoyeG7c=,0,249
l7dLzW9E0t8puSAGYcmJQ1ZA0S4=,0,35
ZCAxAUF+4eTrtRE2QgzoDfS/iNI=,0,34
nGXehdKcjIdLTcyUmGD/eZQOoeE=,0,83
4dCn0ZfA1v/ZM5tyAbCQUzuVLws=,0,45
1CLlXSBlsF4mSObKkN8sdA0F8Ok=,1,47
bH6d0ubJET2hGQSZ8XAfaCtgit4=,0,32
bLhsmDmTvmj+cc0W80gFiFnjuEg=,0,60
VX0R80pDFd7brsw6bJxwFtAGWW8=,0,62
r0hp87s231I67D+xrjZ9RT/hLT4=,0,93
Ne3ZZ5xpELfb3EARNq4E5gjNnis=,0,40
Yeq0NY6rJXoFsMql3gmatjC6yuA=,0,32
EoFfxVkxPnSo6rL84Y6r6QItf84=,0,62
tK5dU8xufolIpAqkKXnU/kG3ZEo=,0,83
AjXs4Uhf00N4DVmdmVWixO7PqEs=,0,45
SrzG0EwhqMh5/rs1+H87iIEI37k=,0,50
/KcqAFpLnyYkey9fSmZxBddauEg=,0,60
RIwM14NOKOKMDJGt2JNcCi8iPEQ=,1,55
1eEd5GiikihjaW9nCmqdCGzWsWM=,0,52
NjI89ClTNZxg9WruK5JTSMpz9cQ=,1,120
SoatLy0HxFdXeoZd9ZKWSUBMMKU=,0,33
OknljfjjzFzatpyfOxX4tyE7jJk=,0,41
yssgWjRtUk4Ue785nI2NjMcEv/s=,1,80
